sentence1,sentence2,label
food and Drug Administration( news- web sites) Commissioner Mark McClellan said Kraft's initiative can start an important trend.,U.S. Food and Drugs Administration Commissioner Mark McClellan said Kraft's could start an important trend.,1
"Us Special forces troops are Training Colombian troops at military sites in the region to secure the pipeline, which transports crude from Colombia's second-biggest oilfield.",U.S. special forces troops are training Colombian troops at military sites in the region to protect the pipeline.,0
"The identical rovers will act as robotic Geologists, looking for evidence of past water.","The rovers act as robotic Geologists, moving on six wheels.",0
C will also almost undoubtedly fan the flames of conjecture about Longhorn's release.,EdC will also almost definitely reignite speculation about release dates of Microsoft's new products.,1
"ButMr Robinson urged the voters to be"" kind and sensitive and gentle"" to the believers who"" will not understand what you've done here today"".","But he urged the delegates who elected him to be"" kind and sensitive and gentle"" to believers who"" will not understand what you've done here today. last",1
"A call to Rev. Christopher Coyne, the spokesman for the archdiocese,wasnot immediately returned.","The Rev. Christopher J. Coyne, spokesman for the Archdiocese, wasn't comment Friday.",1
"Based on the History and Success of The Winston in Charlotte, I believe theres NOplace but Lowes Motor Speedway that can do it justice.",""" Based on the history and success of The Winston in Charlotte, I believe There's no Place but Lowe's Motor Speedway that Can Do it justice.'s",1
She was arraigned in NewYork state on three count of murder and ordered held WITHOUT bail.,She was arraigned onthree counts of second-degree murder and ordered hold without bail in Sullivan county Jail.,1
"A month ago, the Commerce Department said GDP expanded at a seven.2 percent pace.","A month ago, the Commerce Department estimated that GDP had a grown at a seven.2 percent pace in the third quarter.",1
"The HQth Engineer Battalionhas been clearing debris, creating playgroundsand restoring irrigation in Iraq, the military said.","The battalionhas been clear rubble, build playgroundsand restore irrigation in Iraq, Military officials toldThe Associated Press.",1
"Statscan's shares ended down three Canadian cents, or four percent, at C dollar sixteen.93 in Toronto on Tuesday.","Statscan's shares were up three.8 percent, or six Canadian cent, at C dollar sixteen.90 in Toronto on Tuesday.",1
It also said it expect a civil complaint by the Security and Exchange Commission.,Stewart also faced a separate investigations by the Securities and Exchange Commission.,1
"Mr Annan said terrorism""will only be defeatedif weact to resolve thepolitical disputesandLong-standing conflicts which generate support for it"":","Annan said terrorism would only be vanquished"" if we act to resolve the longstanding conflict which generate support for it. it",1
The FTC has urged the court to suspend its decision until the agency appeals.,u.S. District judge Edward W. Nottingham in Denver denied an FTC motion to suspend his decision until the agency appeals.,0
"The juvenile apprehended yesterday alleged authored a variant of the worm known as"" RPCSDBOT. we","The variant the juvenile purportedly createdwasknown as"" RPCSDBOT.""",1
"The shares fell seventy cents, or three.8 percent, to dollar eighteen.34 Monday on the New York Stock Exchange.","Schering-Plough shares declined three.8 percent, or two cents, to close at dollar "".34 in trading Monday on the New York stock exchange.",1
Officials said the data would be used to verify if they had stayed past their authorized times.,Officials said data will be needed to confirm whether travelers have surpassed their authorized stay.,1
"The little girl, the daughter of a teller, was taken to the bank after a physician's appointment.","Later in the afternoon, the mother, whom authorities did not identify,had brought her daughterto the bank after adoctor's appointment.",1
"Harry Potter and the Order of The Phoenix, by J.K. Rowling, Scholastic, eight70 Pages, price min.99.","In'' The Order of the Phoenix, we see Harry is fifteen, and fully a teenager at last.",0
The euro tagged another record highs against the dollar on Tuesday as demand for high-yielding euro-basedassets overshadowed strongU.S. economic data.,The euro ros further into record territory on Tuesday as demand for high-yielding Euro-based assets overshadowed U.S. economic data showing growing consumer confidence and a strengthening housing market.,0
The department also send water and soils samples to the state health lab.,The samples are being sent to the state health department for analysis.,1
"About five gang members and associates were arrested in a coordinated sweep across the West on Wednesday, some for charges not related to the casino brawl.","About seven gang members and associates were arrested across the West on Wednesday, some on charges not connected to the casino brawl.",1
"The latest outbreak appears to have begun with one of the female patients, a transfer from Jen Chi Hospital inTaipei.","The outbreak looks to have began with one of the roommates, a transfer formTaipei's Jen Chi Hospital.",1
Mr Berlusconi is accused of bribing judges to influence the sale of the state-controlled SME food company in London.,"Mr Berlusconi is accused of bribing judges to influence a takeover battle in the cults involving SME, a state-owned food company.",1
"Before their arrests, the men told authorities they paid to be smuggled onto Blaine, Wash., from Canada last month, two sources said.","Before their arrest, the men told investigations they paid to be smuggled into the United States from Canada last month.",1
"Peterson was arrested nearby TorreyPines Golf Course in Lajolla on April Eve, the day DNA testing identified the bodies.","Peterson, too,was arrested in La jolla April Eve after the two bodies wereidentified throughDNA tests.",1
"Responding, Edward Skyler, a spokesman for the mayor, said later:"" The Comptroller's Statements, while noteworthy for their sensationalism, bearing none relation to the facts.","Mark Barowitz, a spokeswoman for Republican Mayor Michael Bloomberg said:"" The comptroller's comments, while noteworthy for their sensationalism, bore zero relation to the facts.""",0
"Aspen Technology's shares dropped seventy cents, or three percent, to close at dollar two.48 on the Nasdaq.","In afternoon trading,Aspen's shares were off nine cents or more than seven percent at."" two.33 per share.",1
Yucaipa ran Dominick's before selling the chain to Safeway in time for just two.5 billion dollars,Yucaipa acquired Dominick's in Monday for dollar six93 million and sell it to Safeway for dollar one.8 billion in time.,0
"French special police raided a farm in Corsica on Friday, catching the top suspect in the notorious murder of France's highest official on the Mediterranean island, authorities said.","Police jailed on Friday the chief suspect in the murder of a senior state official on the unruly French island of Corsica, Interior minister Nicolas Sarkozy said.",0
It marked the fourth consecutive week and the ninth time this year that rates on this benchmark mortgage dropped to an all-time weekly low.,"Mortgage rates around the country fell again this Thursday, the ninth time this year rates have hit an all-time low.",1
"However, law enforcement officers in Palm Beach County, Fla., where Limbaugh owns a dollar hadmillion mansion, said his drug use is under investigation.","A law enforcement source in Palm Beach County, where Limbaugh owns a dollar — million oceanfront mansion, said last week that Limbaugh's drugs use is still under investigation.",1
Police think someone strangled her and she May have been verbally assaulted.,"She appears to have beenstrangled and may have been sexually assaulted,HomicideCapt. Charles Bloom said.",1
Only two Bidders of the six have indicated interest in the whole pie- oil tycoon Marvin Davis and Seagram heir Edgar Bronfman Sr.,Only two of the bidders have so far indicated interested in acquiring all the assets: Davis and Bronfman.,1
The US on Tuesday assembled a Coalition of more than a dozen countries to launch aWorld Trade Organisation case against the European Union's ban on new genetically modified crops.,The US on Tuesday filed a much-anticipated case in the World Trade Organisation directed at pressuring the European Union to lift its De facto moratorium on genetic modified foods.,1
"When the manager let him inside the apartment, Brianna was in her mother's bedroom lying in a baby's bathtub, uncovered by a towel and watching cartoons.","When a manager allowed him in the apartment, the youngsterwas lying in a baby's bathtub,covered with a towel andwas watching a TV cartoon channel.",1
